source,risk_label,task_id,sha256,file_size,nodes,local_score
candidate_v2,v2-staging,task135,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,251,2,19.113896
candidate_v2,v2-staging,task136,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,2845,25,16.515950
candidate_v2,v2-staging,task137,7b50205804b2162040e107d11052d9190932c44a4cfc55aeb4c026422b7af614,3852,36,14.031216
candidate_v2,v2-staging,task138,32972f740b91df81d7495e7bc824df592594382f7f2edab0ef5b07c14f00a0c5,6654,99,14.209445
candidate_v2,v2-staging,task139,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,3865,33,16.803012
candidate_v2,v2-staging,task140,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,394,2,19.091917
candidate_v2,v2-staging,task141,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,2345,21,15.331033
candidate_v2,v2-staging,task142,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454,1,17.504458
candidate_v2,v2-staging,task143,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,2144,24,15.124860
candidate_v2,v2-staging,task144,9ccdbc162d23747b26bd043d8488ba2aebe080e2a693304f16ff65bd3b7d6a0e,1358,13,18.333043
candidate_v2,v2-staging,task145,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,31434,325,13.796907
candidate_v2,v2-staging,task146,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,1894,29,17.278651
candidate_v2,v2-staging,task147,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,3825,1,18.186555
candidate_v2,v2-staging,task148,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,6750,110,14.999885
candidate_v2,v2-staging,task149,3137da6fb944a3bb6e03884efc695345a045254de6a366510505b2221d175600,1404,13,16.455386
candidate_v2,v2-staging,task150,eef66466514ec7a5328062908ce1f14ca3b8e113c6b1cf7adfe182abcc341de8,1299,11,18.078342
candidate_v2,v2-staging,task151,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,3880,1,18.186555
candidate_v2,v2-staging,task152,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454,1,17.504458
candidate_v2,v2-staging,task153,f0f110f71bffda74a8168f2ab942e2b3ff65762c0cb9aa24a0705a53ec03e3fa,8423,108,15.012033
candidate_v2,v2-staging,task154,5f1e298db41b5a1f178cc757f413e3eab14e95291dd559a42ff084b616a29b41,8020,44,14.272907
candidate_v2,v2-staging,task155,eb14dfb5dced388e02e786c70561a892c539daf1e48ed47cd695642c53b65585,1299,11,18.078342
candidate_v2,v2-staging,task156,e365c128127e7c2ba75fc7e0efd5e0d695bb256972b63cf49206bbf65e227349,49215,375,14.813140
candidate_v2,v2-staging,task157,54ccca78d90672c897765f456d3c87999218406775f9513916d10c9f994a4e95,154538,3252,13.651336
